Number;Storage;Name;Est.;Country;Type;ABV;Vol;Date
1187;Red;Amstel Radler;;NL;radler;2;330;30/06/2023
794;Red;Hertog Jan Traditioneel;;NL;pilsner;5.1;330;08/03/2022
827;Red;Hertog Jan Lentebock;;NL;bock;7.2;330;21/04/2022
873;Red;Hertog Jan Karakter;;NL;strong dark;7.5;330;24/07/2022
874;Red;Hertog Jan Weizener;;NL;weissber;5.7;330;25/07/2022
880;Red;Hertog Jan Tripel;;NL;tripel;8.5;330;12/08/2022
936;Red;Hertog Jan Bockbier;;NL;bock;6.5;330;12/10/2022
958;Red;Hertog Jan Grand Prestige;;NL;barley wine;10;330;01/11/2022
1002;Red;Hertog Jan Winterbier;;NL;Christmas beer;8.8;330;11/12/2022
1188;Red;Hertog Jan Grand Pilsenser;;NL;pilsner;5.7;330;01/07/2023
1058;Red;Zuyd Craft Saga;;NL;quadrupel;10;330;04/02/2023
1059;Red;Zuyd Craft Nova;;NL;blonde;8;330;04/02/2023
1061;Red;Apple Bandit Raspberry;;NL;cider;4.5;300;04/02/2023
1132;Red;Van Moll Opgebokt;;NL;doppelbock;7.6;330;08/04/2023
1134;Red;Kompaan Levensgenieter;;NL;NEIPA;4.5;330;09/04/2023
883;Red;Gouverneur blond;;NL;blonde;6.5;330;15/08/2022
1111;Red;Gouverneur Stout op Hout;;NL;stout;7.5;300;13/03/2023
1120;Red;Gouverneur Speciale 140;;NL;ale;5.5;300;27/03/2023
1146;Red;Gouverneur 3-granen Tripel;;NL;tripel;8.2;300;21/04/2023
1181;Red;Gouverneur Dubbel;;NL;dubbel;7.5;300;26/06/2023
1297;Red;Gouverneur Oaked Stout;;NL;oaked stout;7.5;300;18/10/2023
1144;Red;Lindeboom Saison;;NL;saison;5.8;300;25/04/2023
1298;Red;Lindeboom Bock;;NL;bock;7.1;300;18/10/2023
877;Red;Moersleutel Crank the Juice ;;NL;HIPA;5.5;440;27/07/2022
1148;Red;Moersleutel Motor Oil;;NL;Russian imperial stout;12;440;26/04/2023
1159;Red;Moersleutel Fruit Bomb;;NL;DIPA;8;440;07/05/2023
885;Red;Naeckte Saison;;NL;saison;5.8;330;20/08/2022
809;Red;Stadshaven Piranha Tripel;;NL;tripel;8.5;330;31/03/2022
912;Red;Stadshaven Kraken Blond;;NL;blonde;6;330;16/09/2022
914;Red;Stadshaven Bock Rammer;;NL;bock;7.8;330;18/09/2022
1129;Red;Juice Punch;;NL;NEIPA;5.8;330;08/04/2023
284;Red;St. Christoffel Tripel;;NL;tripel;8.5;330;15/02/2019
1121;Red;St. Christoffel W-IPA;;NL;WIPA;6.5;330;27/03/2023
1122;Red;St. Christoffel Blond;;NL;blonde;5.4;330;29/03/2023
1327;Red;Jopen Trinitas Tripel;;NL;tripel;9;330;25/11/2023
1328;Red;Jopen Bockbier;;NL;bock;6.5;330;25/11/2023
1333;Red;Jantje Van Sluis;;NL;special;8;330;01/12/2023
1367;Red;Brouwerij Kees Caramel Fudge Stout;;NL;imperial stout;11.5;330;14/01/2024
1123;Red;Uiltje Dr. Raptor;;NL;DIPA;8.2;330;30/03/2023
1376;Red;Uiltje Apfelstrudel;;NL;doppelbock;11;330;25/01/2024
1378;Chonky brown;Faxe;;DK;beer;5;1000;28/01/2024
1;Chonky brown;Tuborg Christmas Brew;1880;DK;Christmas Beer;5.6;500;
;Chonky brown;Tuborg;1880;DK;beer;4.6;500;
322;Chonky brown;Tuborg;1880;DK;beer;4.6;500;09/05/2019
1362;Chonky brown;Tuborg Christmas Brew;1880;DK;Christmas Beer;5.6;330;23/12/2023
710;Chonky brown;Tuborg Gold;1880;DK;lager;5;500;06/09/2021
;Chonky brown;Efes Dark;;TR;dark;5.5;330;
526;Chonky brown;Efes;;TR;pilsner;5;330;16/08/2020
;Chonky brown;Efes;;TR;pilsner;5;330;
;Chonky brown;Efes;;TR;pilsner;5;500;
332;Chonky brown;Super Bock;;PT;beer;5.2;330;20/06/2019
336;Chonky brown;Little Bichos;;PT;pale ale;4.5;330;29/06/2019
463;Chonky brown;Sagres;;PT;beer;5;330;15/02/2020
421;Chonky brown;Sagres Mini;;PT;beer;5;250;14/12/2019
246;Chonky brown;Brooklyn Defender IPA;;US;IPA;5.9;355;07/10/2018
540;Chonky brown;Brooklyn Bel Air Sour;;US;sour;4.5;355;25/09/2020
;Chonky brown;Samuel Adams;;US;lager;;355;
;Chonky brown;Budweiser;;US;lager;5;660;
1315;Chonky brown;Budweiser;;US;lager;5;330;25/10/2023
;Chonky brown;Birra Messina;;IT;beer;4.7;330;17/02/2017
327;Chonky brown;Birra Messina Cristalli di Sale;;IT;saltwater beer;5;330;14/06/2019
;Chonky brown;Menabrea;1846;IT;amber;5;330;07/07/2017
329;Chonky brown;Menabrea;1846;IT;beer;4.5;660;15/06/2019
210;Chonky brown;Birra Moretti alla Toscana;1859;IT;beer;5.5;500;02/08/2018
211;Chonky brown;Birra Moretti alla Siciliana;1859;IT;beer;5.8;500;02/08/2018
560;Chonky brown;Birra Moretti;1859;IT;lager;4.6;500;04/11/2020
;Chonky brown;Birra Moretti;1859;IT;lager;4.6;330;
482;Chonky brown;Birra Moretti;1859;IT;lager;4.6;660;29/03/2020
443;Chonky brown;Peroni Gran Riserva Puro Malto;1846;IT;blonde;5.2;330;13/01/2020
445;Chonky brown;Peroni Gran Riserva Doppio Malto;1846;IT;brown;6.6;330;18/01/2020
447;Chonky brown;Peroni Gran Riserva Rossa;1846;IT;amber;5.2;330;18/01/2020
;Chonky brown;Peroni;1846;IT;beer;;660;
354;Chonky brown;Peroni;1846;IT;beer;;330;05/08/2019
;Chonky brown;Peroni Doppio Malto;1846;IT;beer;;330;19/07/2017
403;Chonky brown;Peroni;1846;IT;beer;;330;09/11/2019
573;Chonky brown;Kirin Ichiban;;JP;lager;4.9;330;02/12/2020
;Chonky brown;Sapporo;1876;JP;beer;4.7;330;17/06/2015
1295;Chonky brown;Sapporo;1876;JP;beer;4.7;330;14/10/2023
;Chonky brown;Tsingtao;1903;CN;beer;4.7;660;
225;Chonky brown;Tsingtao;1903;CN;lager;4.7;330;02/09/2018
;Chonky brown;Guinness;1759;IE;stout;5;500;
;Chonky brown;Guinness West Indies;1759;IE;porter;6;500;
449;Chonky brown;Guinness;1759;IE;stout;5;330;21/01/2020
464;Chonky brown;Guinness foreign extra;1759;IE;stout;5;330;15/02/2020
1196;Chonky brown;Kilkenny;;IE;red ale;4.3;330;07/07/2023
;Chonky brown;Old Mout passionfruit & apple;1947;NZ;cider;4;500;
207;Chonky brown;Old Mout kiwi & lime;1947;NZ;cider;4;500;28/07/2018
840;Chonky brown;Old Mout watermelon & lime;1947;NZ;cider;4;500;07/05/2022
845;Chonky brown;Old Mout pineapple & raspberry;1947;NZ;cider;4;500;10/05/2022
1074;Chonky brown;Old Mout summer berries;1947;NZ;cider;4;500;11/02/2023
;Chonky brown;Mac-Mahon;;MZ;beer;4.5;330;10/03/2018
363;Chonky brown;A Tout le Monde;;CA;ale;4.5;341;18/08/2019
212;Chonky brown;La Fin du Monde;;CA;tripel;9;341;04/08/2018
358;Chonky brown;Maudite;;CA;double;8;341;11/08/2019
299;Chonky brown;Lapin Kulta;;FI;lager;5.2;330;28/03/2019
994;Chonky brown;Den Haag;;US;"barrel aged; ale";16.8;250;02/12/2022
1090;Chonky brown;Beard Fiction;;AU;APA;5;375;22/02/2023
1238;Chonky brown;Cranberry Fudgesickle;;FI;pastry sour;7;330;18/08/2023
1096;Chonky brown;Alpha Tier;;AT;NEIPA;5.6;330;28/02/2023
;Chonky brown;Gösser;1860;AT;beer;5.3;500;
1289;Chonky brown;Gösser Natur Radler;1860;AT;radler;2;500;07/10/2023
756;Chonky brown;Carlsberg;1847;DK;beer;5;500;24/12/2021
;Chonky brown;Carlsberg;1847;DK;beer;5;330;
1014;Chonky brown;Carlsberg Luma;;DK;lager;5.2;330;23/12/2022
318;Chonky brown;Angelo Poretti 4;1877;IT;lager;5;330;01/05/2019
483;Chonky brown;Maledetta;;IT;amber;6.2;330;16/04/2020
341;Chonky brown;Ichnusa;;IT;beer;4.7;330;
476;Chonky brown;Rossini;;IT;lager;5.1;500;01/03/2020
314;Chonky brown;Primator EPA;1872;CZ;EPA;5;500;26/04/2019
380;Chonky brown;Estrella Damm;1876;ES;lager;5.4;330;27/09/2019
614;Chonky brown;Estrella Galicia;;ES;lager;5.5;330;10/02/2021
1100;Chonky brown;Oni;;ES;CIPA;7.8;440;01/03/2023
;Chonky brown;San Miguel;1957;ES;beer;5;500;
;Chonky brown;San Miguel;;ES;beer;5;500;
;Chonky brown;Budweiser Budvar;;CZ;lager;5;330;
303;Chonky brown;Budweiser Budvar;;CZ;lager;5;330;05/04/2019
1232;Chonky brown;Budweiser Budvar;;CZ;lager;5;500;11/08/2023
434;Chonky brown;Baltika 7;;RU;beer;5.4;450;31/12/2019
435;Chonky brown;Baltika 5;;RU;blonde;5.3;450;31/12/2019
306;Chonky brown;Chang;;TH;beer;5.2;330;06/04/2019
381;Chonky brown;Singha;1933;TH;lager;5;330;28/09/2019
390;Chonky brown;Moosehead Lager;1867;CA;lager;5;350;11/10/2019
529;Chonky brown;Moosehead Pale Ale;1867;CA;pale ale;5;341;22/08/2020
441;Chonky brown;Cesu;1590;LV;amber;5.2;568;11/01/2020
410;Chonky brown;Dragon Stout;1920;JM;stout;7.5;284;27/11/2019
457;Chonky brown;Pacifico;;MC;beer;4.5;355;06/02/2020
420;Chonky brown;Cucapa Dorada;;MX;helles;4.5;355;14/12/2019
446;Chonky brown;Modelo;1925;MX;beer;4.5;355;18/01/2020
;Chonky brown;1795;;CZ;lager;4.7;500;
;Chonky brown;Bernard;1597;CZ;beer;5;500;26/04/2014
;Chonky brown;Staropramen;1869;CZ;beer;5;500;
;Chonky brown;Staropramen Dark;1869;CZ;dark;4.4;330;19/04/2017
;Chonky brown;Lech;;PL;beer;4.8;500;
;Chonky brown;Tyskie;1629;PL;beer;5.2;500;
458;Chonky brown;Łomza;;PL;beer;5.7;500;07/02/2020
461;Chonky brown;Namysłów;;PL;pilsner;6;500;12/02/2020
353;Chonky brown;Zubr;1768;PL;beer;6;500;04/08/2019
671;Chonky brown;Browar Amber Apa;1994;PL;APA;5.2;500;03/08/2021
722;Chonky brown;Browar Amber Koźlak;1994;PL;amber;6.5;500;20/09/2021
723;Chonky brown;Browar Amber Johannes;1994;PL;pilsner;6.5;500;26/09/2021
724;Chonky brown;Browar Amber Złote Lwy;1994;PL;lager;5.6;500;03/10/2021
459;Chonky brown;Carullo;;ES;beer;4.8;500;11/02/2020
;Chonky brown;Kopparberg;1882;SE;cider;4.5;500;
231;Chonky brown;Topical Bitch;;US;Belgian IPA;8;330;08/09/2018
1257;Chonky brown;Kozel Lager;1874;CZ;pilsner;4.6;330;31/08/2023
731;Chonky brown;Kozel Ležák;1874;CZ;pilsner;4.6;568;26/10/2021
750;Chonky brown;Kozel Černý;1874;CZ;dark lager;3.8;568;07/12/2021
468;Chonky brown;Lagunitas;;US;ale;7.5;355;21/02/2020
470;Chonky brown;Trump;2014;UA;lager;7.2;330;22/02/2020
495;Chonky brown;Kona Longboard;;US;lager;4.6;355;24/05/2020
514;Chonky brown;Kona Hanalei;;US;IPA;4.5;355;11/07/2020
927;Chonky brown;Kona Big Wave;;US;golden ale;4.4;355;08/10/2022
548;Chonky brown;Sierra Nevada;;US;pale ale;5.6;355;10/10/2020
1310;Chonky brown;Sierra Nevada Hoptimum;;US;TIPA;11;355;21/10/2023
1386;Chonky brown;Sierra Nevada Sunny Little Thing;;US;citrus wheat ale;5;355;12/02/2024
499;Chonky brown;Einstök;1939;IS;pale ale;5.6;330;30/05/2020
525;Chonky brown;Einstök Ölgerd;1939;IS;porter;6;330;17/08/2020
498;Chonky brown;Moritz Epidor;1856;ES;pilsner;7.2;330;27/05/2020
535;Chonky brown;Moritz;1856;ES;lager;5.4;330;16/09/2020
524;Chonky brown;Dixie;;US;lager;4.5;330;12/08/2020
;Chonky brown;Mithra;;IT;Irish red ale;5.5;330;09/06/2018
1251;Chonky brown;Bevog Kramah;;AT;IPA;6.5;330;28/08/2023
536;Chonky brown;Captain Lawrence Lager;2006;US;lager;4.2;355;20/09/2020
537;Chonky brown;Captain Lawrence Effortless;2006;US;grapefruit IPA;4.5;355;20/09/2020
539;Chonky brown;I hope this pale ale finds you well;;US;pale ale;5;355;23/09/2020
541;Chonky brown;Ye olde stout will never go out of style;;US;stout;5.4;355;26/09/2020
538;Chonky brown;Newburgh Brown Ale;;US;brown ale;4.5;355;22/09/2020
542;Chonky brown;Newburgh Nano Boss;;US;session IPA;4.5;355;27/09/2020
517;Chonky brown;O'Hara's White Haze IPA;;IE;IPA;5;330;21/07/2020
563;Chonky brown;Nitro;;PL;milk stout;5.7;330;16/11/2020
522;Chonky brown;O'Hara's Leann Folláin;;IE;Irish stout;6;330;06/08/2020
564;Chonky brown;Kveik;;HR;session IPA;4.2;330;17/11/2020
;Chonky brown;Pilsner Urquell;1842;CZ;beer;4.4;500;
;Chonky brown;Mythos;;GR;lager;5;500;
611;Chonky brown;Miller;;US;beer;4.7;355;03/02/2021
658;Chonky brown;Eureka;;HU;lager;4.5;330;24/06/2021
617;Chonky brown;The Crafty Brewing Company Irish Lager;;IE;lager;5;500;02/03/2021
619;Chonky brown;The Crafty Brewing Company Irish Red Ale;;IE;red ale;4.1;500;11/03/2021
621;Chonky brown;The Crafty Brewing Company Irish Stout;;IE;stout;4.5;500;17/03/2021
653;Chonky brown;The Crafty Brewing Company Stout;;IE;stout;4.5;500;07/06/2021
711;Chonky brown;Amundsen Apocalyptic Thunder Juice;;NO;hazy IPA;6.5;330;07/09/2021
843;Chonky brown;Amundsen Everyday Hero;;NO;NWIPA;4.7;330;08/05/2022
943;Chonky brown;Amundsen Double Apocalypse;;NO;DIPA;8.5;330;22/10/2022
944;Chonky brown;Amundsen Ink & Dagger;;NO;IPA;6.5;330;22/10/2022
690;Chonky brown;Pöide Kena;;EE;ale;5.3;330;28/08/2021
694;Chonky brown;Pöide Hernesaks;;EE;lager;3.5;330;29/08/2021
692;Chonky brown;Valmiermuiža Gaišais;1764;LV;amber;5.2;500;28/08/2021
691;Chonky brown;Õllenaut;;EE;amber ale;5.6;330;28/08/2021
696;Chonky brown;Solar Nebula;;EE;session IPA;4.5;330;30/08/2021
803;Chonky brown;Pühaste Mr. Ronk;;EE;porter;9;330;
693;Chonky brown;Pühaste Suvi;;EE;hazy pale ale;4.5;330;28/08/2021
698;Chonky brown;Pühaste Vulin;;EE;session IPA;4.6;330;30/08/2021
699;Chonky brown;Pühaste Madame Butterfly;;EE;amber ale;6;330;30/08/2021
700;Chonky brown;Slava;;EE;beer;5;330;30/08/2021
697;Chonky brown;Tõmmu Hiid;1936;EE;beer;4.7;500;30/08/2021
701;Chonky brown;Viikingi Karje;;EE;tripel IPA;10.5;330;31/08/2021
703;Chonky brown;Alexander;1826;EE;lager;5.2;500;31/08/2021
704;Chonky brown;A. LeCoq;1807;EE;pilsner;4.2;500;31/08/2021
702;Chonky brown;Põhjala Uus Maailm;;EE;session IPA;4.7;330;31/08/2021
705;Chonky brown;Põhjala Õhtu;;EE;porter;5.5;330;31/08/2021
727;Chonky brown;Põhjala Kosmos;;EE;NE IPA;5.5;330;16/10/2021
1145;Chonky brown;Põhjala Öö;;EE;imperial baltic porter;10.5;330;18/04/2023
1151;Chonky brown;Põhjala Õunaraks;;EE;sour ale;4.2;330;26/04/2023
1227;Chonky brown;Põhjala Must Kuld;;EE;porter;7.8;330;07/08/2023
708;Chonky brown;People's Bulldog;1995;SE;IPA;3.5;330;04/09/2021
712;Chonky brown;Wisby Pils;1995;SE;pilsner;5;330;08/09/2021
706;Chonky brown;Mariestads;1848;SE;lager;3.5;330;02/09/2021
707;Chonky brown;Nils Oscar;;SE;lager;5.3;330;03/09/2021
709;Chonky brown;Jämtlands Bärnsten;1996;SE;lager;3.5;330;04/09/2021
713;Chonky brown;Eriksberg;1864;SE;beer;5.3;500;08/09/2021
714;Chonky brown;Swedish Elk Brew;;SE;beer;7.5;330;09/09/2021
715;Chonky brown;Luma Pils;;SE;pilsner;5;330;09/09/2021
717;Chonky brown;Slupp;1888;FO;beer;5.8;330;11/09/2021
1307;Chonky brown;Föroya Bjór Green Islands Stout;;FO;stout;5.8;330;21/10/2023
695;Chonky brown;Nudist Reimo;;EE;pilsner;5;330;29/08/2021
732;Chonky brown;Allagash Curieux;;US;barrel-aged;10.2;355;26/10/2021
739;Chonky brown;Mukuzani;;GE;red wine;12.5;750;02/11/2021
752;Chonky brown;Samichlaus;;AT;strong;14;330;14/12/2021
730;Chonky brown;Cosmic Pyrokinesis;;US;hazy IPA;6.7;473;22/10/2021
674;Chonky brown;Tusker;;KE;lager;4.2;500;10/08/2021
839;Chonky brown;Daura Damm;1876;ES;gluten-free lager;5.4;330;07/05/2022
946;Chonky brown;New York Mocaccino;;HU;milk stout;6.6;440;24/10/2022
949;Chonky brown;Mango Bay;;HU;pale ale;5.2;440;26/10/2022
838;Chonky brown;Orbital Movement;;DK;hazy IPA;6;440;07/05/2022
916;Chonky brown;Gravitational Collapse;;LU;stout;5.8;330;21/09/2022
847;Chonky brown;Pour some beer on me;;CZ;triple IPA;11;330;13/05/2022
863;Chonky brown;Bintang;;ID;pilsner;4.7;330;04/07/2022
473;Chonky brown;Brahma;1888;BR;lager;4.3;330;25/02/2020
951;Chonky brown;Mikkeler San Diego Tumble Dry Low;;US;IPA;7.5;473;26/10/2022
956;Chonky brown;Neon Beast;;FI;citra NEIPA;6.5;440;29/10/2022
957;Chonky brown;Pandemic Super Special;;SI;double NEIPA;8;330;29/10/2022
866;Chonky brown;Casablanca;;MA;beer;5;330;09/07/2022
867;Chonky brown;Flag Speciale;;MA;beer;5.2;250;15/07/2022
337;Chonky brown;Bourbon;1962;RE;beer;5;330;02/07/2019
308;Chonky brown;Hinano;;FP;beer;5;330;09/04/2019
334;Chonky brown;Phoenix;;MU;beer;5;330;26/06/2019
335;Chonky brown;Corsaire;;GP;blonde;5.4;330;27/06/2019
1071;Chonky brown;Prancing Pony Magic Carpet Ride;;AU;imperial stout;9;375;09/02/2023
1072;Chonky brown;Tanker Nihiru;;EE;"barrel aged; ryewine";10.5;330;09/02/2023
1177;Chonky brown;Cass;;KR;beer;4.5;330;16/06/2023
1034;Chonky brown;Basqueland Berry Cobbler;;SP;fruited pastry sour;6.5;440;16/01/2023
454;Chonky brown;Michelob;;US;beer;3.5;330;30/01/2020
439;Chonky brown;Anchor;1896;US;lager;4.9;355;06/01/2020
1229;Chonky brown;Anchor Liberty Ale;1896;US;ale;5.9;355;07/08/2023
1261;Chonky brown;Kamenitsa;1881;BG;beer;4.4;500;03/09/2023
1263;Chonky brown;Shumensko Spetzialno Urban Legends Gabrovo;;BG;beer;5.3;330;05/09/2023
1264;Chonky brown;Shumensko Spetzialno Urban Legends Sozopol;;BG;beer;5.3;330;05/09/2023
1364;Chonky brown;Shumensko;;BG;beer;5.3;500;24/12/2023
1366;Chonky brown;Iso Kalla's Big Wave;;FI;IPA;5.5;330;14/01/2024
1372;Chonky brown;So Much Stupid in this Fucking World;;ES;fruited gose;6;375;20/01/2024
1375;Chonky brown;Green Gold Cashmere;;SI;beer;6;330;20/01/2024
1397;Chonky brown;Bloody Vlad;;LU;BBRBCHLIPA;6.7;440;08/03/2024
1306;Chonky brown;Lervig Supersonic Down Under;;NO;DDHDIPA;8.4;500;21/10/2023
1404;Chonky brown;Stoup Mosaic;;US;pale ale;5.3;473;08/03/2024
1407;Chonky brown;Horizon Selfish Games;;HU;HDIPA;8;330;11/03/2024
1399;Chonky brown;Lervig Naughty & Nice;;NO;doppelbock;8;330;09/03/2024
1316;Chonky brown;Calibier Avalanche;;FR;wheat;5;330;26/10/2023
1317;Chonky brown;Seventy One;;FR;amber;5.6;750;27/10/2023
1319;Chonky brown;Demi de Mêlée;;FR;blonde;5.9;330;28/10/2023
1273;Chonky brown;Glory Booster;2012;FR;NEIPA;6;330;26/09/2023
1276;Chonky brown;Mademoiselle Jalouse;2012;FR;milkshake framboise;6.5;330;27/09/2023
1277;Chonky brown;Wel Scotch;1958;FR;smoky;6.2;330;29/09/2023
;Chonky brown;Adelscott;;FR;smoky;5.8;330;29/09/2023
;Chonky brown;Gallia Nouveau Western;1890;FR;WCIPA;6;330;29/09/2023
310;Chonky brown;Kronenbourg;1664;FR;beer;5.5;250;20/04/2019
319;Chonky brown;Kronenbourg Blanc;1664;FR;white;5;330;04/05/2019
1176;Chonky brown;Kronenbourg;1664;FR;beer;5.5;250;10/06/2023
1178;Chonky brown;Astrolabe;;FR;NZDIPA;8.4;440;22/06/2023
1288;Chonky brown;Bebe tigre;;FR;SPA;4;330;
1179;Chonky brown;Oeil de Verre;;FR;lager;4.4;330;24/06/2023
1180;Chonky brown;Liquid Sunshine;;FR;pale ale;5;330;25/06/2023
1168;Chonky brown;Battle Chope;;FR;smoky amber;6;330;23/05/2023
1169;Chonky brown;Liberty Road;;FR;ale;6;330;24/05/2023
1189;Chonky brown;Wendy Belle;;FR;amber ale;6;330;02/07/2023
1192;Chonky brown;Pretty Dolly;;FR;blonde;6;330;05/07/2023
1185;Chonky brown;D-Day Landing Beaches;;FR;beer;5.5;330;28/06/2023
1063;Chonky brown;Desperados Mojito;;FR;tequila beer;5.9;330;04/02/2023
1065;Chonky brown;Desperados;;FR;tequila beer;5.9;330;05/02/2023
1203;Chonky brown;Lillet;;FR;lillet;10;200;21/07/2023
242;Chonky brown;Pietra Ambrée;;FR;amber;6;330;29/09/2018
261;Chonky brown;Pietra Rossa;;FR;red;6.5;330;13/12/2018
1048;Chonky brown;Pietra Blanche;;FR;weißbier;5;330;24/01/2023
1164;Chonky brown;Burgindia;;FR;IPA;5.7;750;14/05/2023
1165;Chonky brown;Velosophe;;CH;pale lager;4.9;330;19/05/2023
1044;Chonky brown;Anosteké Blonde;;FR;blonde;8;330;24/01/2023
1045;Chonky brown;Anosteké IPA;;FR;IPA;6;330;24/01/2023
1052;Chonky brown;L.B.F. Blonde;;FR;SIPA;4;330;28/01/2023
1053;Chonky brown;L.B.F. Blanche;;FR;weißbier;4.5;330;28/01/2023
1076;Chonky brown;L.B.F. IPA;;FR;IPA;5;330;12/02/2023
1054;Chonky brown;Bärni;;CH;dunkel;5.2;330;29/01/2023
1055;Chonky brown;Bärner Junker;;CH;hell;5.2;330;29/01/2023
1056;Chonky brown;Bärner Müntschi;;CH;naturtrüb;4.8;330;29/01/2023
1051;Chonky brown;Febris;2019;CH;"abbey; amber";5.15;330;27/01/2023
1075;Chonky brown;Lumen;2019;CH;"abbey; blonde";3.9;330;12/02/2023
254;Chonky brown;Fischer Trois Houblons;;FR;3 hops;7.2;650;
290;Chonky brown;Fischer Tradition;;FR;beer;6;650;22/02/2019
301;Chonky brown;Fischer Doreleï;;FR;blonde;6.3;650;02/04/2019
309;Chonky brown;Fischer La Belle Mira;;FR;flavoured;5.8;650;13/04/2019
680;Chonky brown;Fischer Ambrée Doreleï;;FR;amber;6.3;650;22/08/2021
1047;Chonky brown;Fischer Blonde;;FR;blonde;6;650;24/01/2023
250;Chonky brown;Page 24;;FR;tripel;7.9;750;26/10/2018
298;Chonky brown;Page 24;;FR;blonde;6.9;750;27/03/2019
172;Chonky brown;BAS Ambrée;;FR;amber;4.5;750;27/03/2018
179;Chonky brown;BAS Noire;;FR;brown;4;750;01/05/2018
182;Chonky brown;BAS Blonde;;FR;blonde;4.8;750;16/05/2018
858;Chonky brown;BAS Ambrée;;FR;amber;4.5;330;01/07/2022
860;Chonky brown;BAS Blonde;;FR;brown;4.8;330;01/07/2022
861;Chonky brown;BAS Blanche;;FR;wheat;5;330;01/07/2022
260;Chonky brown;BAS Bière d'hiver;;FR;Christmas beer;6;750;12/12/2018
192;Chonky brown;Thomas Beckett;;FR;amber;6.5;750;
296;Chonky brown;Abbaye de Lyre;;FR;blonde;6.5;750;22/03/2019
190;Chonky brown;Brasserie du Mont Blanc;1839;CH;amber;;750;
186;Chonky brown;Secret des Moines;;FR;abbey tripel;8;750;
274;Chonky brown;Grain d'orge;;FR;Christmas beer;;330;05/02/2019
271;Chonky brown;Léman Bière de Noël;2009;FR;Christmas beer;6.8;750;12/01/2019
269;Chonky brown;Léman Ambrée;2009;FR;amber;4.8;330;08/01/2019
270;Chonky brown;Léman Brune;2009;FR;brown;5.5;330;11/01/2019
273;Chonky brown;Léman Blonde;2009;FR;blonde;5.5;330;27/01/2019
469;Chonky brown;Léman Blanche;2009;FR;wheat;5;330;21/02/2020
1313;Chonky brown;Brasseurs Savoyards Ambrée;;FR;amber;7;330;22/10/2023
220;Chonky brown;Brasseurs Savoyards Ambrée;;FR;amber;7;330;22/08/2018
221;Chonky brown;Brasseurs Savoyards Blonde;;FR;blonde;5;330;24/08/2018
223;Chonky brown;Brasseurs Savoyards Brune;;FR;brown;7;330;27/08/2018
236;Chonky brown;Brasseurs Savoyards Genepi;;FR;wormwood beer;5;330;15/09/2018
240;Chonky brown;Brasseurs Savoyards Blanche;;FR;wheat beer;5;330;23/09/2018
241;Chonky brown;Brasseurs Savoyards Myrtille;;FR;myrtille beer;5;330;24/09/2018
272;Chonky brown;Colomba Blanche;;FR;wheat beer;5;330;20/01/2019
437;Chonky brown;Colomba Rosée;;FR;flavoured;4.5;330;01/01/2020
1049;Chonky brown;Malt Capone;;CH;white choco stout;7;330;27/01/2023
1050;Chonky brown;bdl;;CH;beer;5.5;330;27/01/2023
1042;Chonky brown;Gallia;1890;FR;blonde unfiltered;5.8;750;24/01/2023
;Chonky brown;Cardinal;1788;CH;lager;4.8;330;01/04/2015
1175;Chonky brown;Cardinal;1788;CH;lager;4.8;330;08/06/2023
275;Chonky brown;G de Goudale;;FR;beer;7.9;330;06/02/2019
276;Chonky brown;La Goudale IPA;;FR;IPA;5;330;08/02/2019
277;Chonky brown;La Goudale Ambrée;;FR;amber;7.2;330;10/02/2019
;Chonky brown;La Goudale;;FR;abbey;6;750;25/11/2016
173;Chonky brown;La Goudale Ambrée;;FR;amber;7.2;750;08/04/2018
879;Chonky brown;Kurt;;CH;APA;4.5;330;09/08/2022
1331;Chonky brown;Dude;;CH;IPA;7.1;330;27/11/2023
312;Chonky brown;Petrolette;;FR;blonde;5;330;23/04/2019
942;Chonky brown;Super Moine;;FR;amber;5;330;21/10/2022
311;Chonky brown;La Bière du Demon;;FR;beer;12;330;22/04/2019
941;Chonky brown;Valaisanne Lager;;CH;lager;4.8;330;19/10/2022
297;Chonky brown;Abbaye de St. Bertin;1845;FR;abbey;6.2;250;23/03/2019
292;Chonky brown;Waldbergem;;FR;;6.2;250;06/03/2019
330;Chonky brown;La Bête;;FR;beer;8;330;19/06/2019
331;Chonky brown;La Bête Blanche;;FR;white;5.2;330;19/06/2019
333;Chonky brown;Brasserie Gessienne Ambrée Triple;;FR;amber;7;330;22/06/2019
340;Chonky brown;Brasserie Gessienne Blonde;;FR;blonde;6;330;06/07/2019
365;Chonky brown;Lasoraptor;;CH;Imperial IPA;12;330;22/08/2019
325;Chonky brown;Dr. Gab's;2001;CH;tripel;8;330;24/05/2019
188;Chonky brown;Abbatiale;;FR;tripel;7;330;01/06/2018
351;Chonky brown;Feldschlosschen;1876;CH;beer;4.8;250;02/08/2019
;Chonky brown;Feldschlosschen Dunkle;1876;CH;Dunkel;5.5;330;30/05/2015
1046;Chonky brown;Feldschlosschen;1876;CH;beer;4.8;330;24/01/2023
352;Chonky brown;Boxer Edition;;CH;brown;5.2;330;02/08/2019
423;Chonky brown;Boxer Edition;;CH;American Zwickel;5.2;330;16/12/2019
424;Chonky brown;Calvinus Blanche;;CH;wheat;5.2;330;16/12/2019
425;Chonky brown;Calvinus Blonde;;CH;blonde;5.2;330;17/12/2019
