Number,Storage,Name,Est.,Country,Type,ABV,Date,Memory,,git repo,,
1160,Green,Mahr's Bräu Helles,,DE,hell,4.9,08/05/2023,Monday afternoon,,,,
,Green,Köstritzer,1543,DE,dark lager,4.8,25/12/2014,Crăciun fericit,,,,
1170,Green,Kostritzer Kirsche,1543,DE,cherry,2.8,28/05/2023,Mămăligă @ Theo,,,,
774,Green,Aachener Landbier,,DE,red ale,5.3,06/02/2022,La Coandă 1/2,,,,
1193,Green,Karl's Helles,,DE,helles,4.8,07/07/2023,Hamace și licurici w/ Theo 1/4,,,,
891,Green,Gaffel,,DE,Kölsch,4.8,03/09/2022,Frittenwerk w/ Mădă 1/2,,,,
1182,Green,Gaffel,,DE,Kölsch,4.8,27/06/2023,La Theo 1/3,,,,
1183,Green,Gaffel,,DE,Kölsch,4.8,27/06/2023,La Theo 2/3,,,,
1184,Green,Gaffel,,DE,Kölsch,4.8,27/06/2023,La Theo 3/3,,,,
1194,Green,Pülleken Helles,,DE,helles,5.2,07/07/2023,Hamace și licurici w/ Theo 2/4,,,,
1195,Green,Reissdorf Kölsch,1894,DE,Kölsch,4.8,07/07/2023,Hamace și licurici w/ Theo 3/4,,,,
1201,Green,Flensburger,,DE,pilsner,4.8,19/07/2023,Dinks @ Vasi w/ Theo 1/2,,,,
1202,Green,Schreckenskammer,,DE,Kölsch,5,19/07/2023,Dinks @ Vasi w/ Theo 1/2,,,,
1204,Green,Hasseröder,1872,DE,pilsner,4.9,26/07/2023,La atelier w/ Theo,,,,
1208,Green,Rammstein,,DE,pilsner,4.9,03/08/2023,Train to Bruxelles to see the band on the label,,,,
1228,Green,Furstlich Drehna Vicus,,DE,strong,7.4,07/08/2023,Hopfen+Malz w/ Theo & Ursu 2/3,,,,
283,Red,Walhalla Osiris,,NL,farm house ale,7,15/02/2019,Amsterdam Flying Dutchman Liviu's pick,,,,
1025,Red,B.O.R.I.S,,NL,Russian imperial stout,10.1,29/12/2022,Grătar la Vlad Popa 6/7,,,,
992,Red,Bommen & Granaten,,NL,barley wine,11,01/12/2022,Wingman w/ Ludi 2/3,,,,
280,Red,Brouwerij 't Ij Columbus,,NL,amber,9,15/02/2019,Amsterdam on foot around Rijksmuseum,,,,
282,Red,Brouwerij 't Ij Struis,,NL,barley wine,9,15/02/2019,Amsterdam Flying Dutchman first pick,,,,
286,Red,Brouwerij 't Ij Natte,,NL,double,6.5,15/02/2019,Amsterdam Flying Dutchman last (fifth) pick,,,,
779,Red,Brouwerij 't Ij Chinook,,NL,amber ale,6,10/02/2022,Moved to Vaals 1/2,,,,
781,Red,Brouwerij 't Ij Blondie,,NL,blonde,5.8,11/02/2022,Vineri seară,,,,
782,Red,Brouwerij 't Ij Zatte Tripel,,NL,tripel,8,14/02/2022,Updating the collection,,,,
785,Red,Brouwerij 't Ij Flink,,NL,pale ale,4.7,23/02/2022,BGuri după muncă,,,,
793,Red,Brouwerij 't Ij Ijwit,,NL,wheat,6.5,08/03/2022,Film night @ Simon 1/3,,,,
829,Red,Brouwerij 't Ij Paasij,,NL,lentebock,7,25/04/2022,Catch-up w/ Liviu 1/2,,,,
870,Red,Brouwerij 't Ij Biri,,NL,lager,4.7,22/07/2022,Anne's birthday 1/3,,,,
915,Red,Brouwerij 't Ij Ijbok,,NL,bock,6.5,20/09/2022,Coconut curry,,,,
920,Red,Brouwerij 't Ij Red IPA,,NL,red IPA,6,30/09/2022,Steam Deck,,,,
990,Red,Brouwerij 't Ij Calypso,,NL,session IPA,4,28/11/2022,Revived sarmale,,,,
1005,Red,Brouwerij 't Ij Ijndejaars,,NL,Christmas Beer,9,13/12/2022,The Wind Rises,,,,
1125,Red,Brouwerij 't Ij Eldorado,,NL,lager,5.3,07/04/2023,Capra cu trei iezi w/ Theo,,,,
338,Red,Heineken,1873,NL,lager,5,06/07/2019,Summer student ALICE bbq 1/2,,,,
339,Red,Heineken,1873,NL,lager,5,06/07/2019,Summer student ALICE bbq 2/2,,,,
342,Red,Heineken,1873,NL,lager,5,17/07/2019,Shisha party with summer students,,,,
343,Red,Heineken,1873,NL,lager,5,19/07/2019,Lake & beach party with the summer students 1/3,,,,
344,Red,Heineken,1873,NL,lager,5,19/07/2019,Lake & beach party with the summer students 2/3,,,,
345,Red,Heineken,1873,NL,lager,5,19/07/2019,Lake & beach party with the summer students 3/3,,,,
346,Red,Heineken,1873,NL,lager,5,20/07/2019,Hardronic Festival 1/2,,,,
347,Red,Heineken,1873,NL,lager,5,20/07/2019,Hardronic Festival 2/2,,,,
348,Red,Heineken,1873,NL,lager,5,23/07/2019,Shisha & pizza outside,,,,
349,Red,Heineken,1873,NL,lager,5,26/07/2019,Lazy Friday,,,,
350,Red,Heineken,1873,NL,lager,5,01/08/2019,Fete Nationale,,,,
357,Red,Heineken,1873,NL,lager,5,09/08/2019,Stathis' birthday,,,,
359,Red,Heineken,1873,NL,lager,5,14/08/2019,Summer student pub quiz,,,,
360,Red,Heineken,1873,NL,lager,5,16/08/2019,Friday evening drinks at R1,,,,
362,Red,Heineken,1873,NL,lager,5,18/08/2019,At the beach with Hristo 2/2,,,,
366,Red,Heineken,1873,NL,lager,5,23/08/2019,Octopode (Finntroll),,,,
375,Red,Heineken,1873,NL,lager,5,13/09/2019,Back to Geneva; welcoming Zeme & co.,,,,
376,Red,Heineken,1873,NL,lager,5,20/09/2019,Cocktail night with LTA people,,,,
,Red,Heineken,1873,NL,lager,5,,,,,,
1010,Red,Heineken Silver,,NL,lager,4,17/12/2022,Băută la salonu de tatuaj,,,,
780,Red,Bronckhorster Angus tripel,2005,NL,tripel,8.5,10/02/2022,Moved to Vaals 2/2,,,,
869,Red,Bronckhorster Eigenweiss,2005,NL,weizen,5,21/07/2022,First tajine,,,,
783,Red,Kordaat,,NL,pilsner,4.8,17/02/2022,Graduation planning,,,,
,Red,Grolsch,1615,NL,beer,5,,,,,,
201,Red,Grolsch,1615,NL,beer,5,,,,,,
786,Red,Grolsch Winter Bok,1615,NL,winter ale,7.5,24/02/2022,Sorting out Revolut,,,,
787,Red,Grolsch Herfst Bok,1615,NL,autumn ale,6.6,26/02/2022,Lazy Saturday,,,,
625,Red,Grolsch Weizen,1615,NL,weizen,5.1,25/03/2021,Hearthstone Classic,,,,
989,Red,Grolsch Gerijpte Herfstbok,1615,NL,bock,6.6,27/11/2022,Courage & The Boondocks 2/2,,,,
1158,Red,Grolsch,1615,NL,beer,6.7,05/05/2023,Ziua lu Migu 2/2,,,,
1161,Red,Grolsch Tripel,1615,NL,tripel,8.3,09/05/2023,Tuesday afternoon,,,,
784,Red,Gulpener Spicy Roger,1825,NL,DIPA,8,19/02/2022,Botez Vadim,,,,
817,Red,Gulpener Op Stoom,1825,NL,steam beer,6,12/04/2022,Hearthstone expansion,,,,
821,Red,Gulpener Sterk Rogge Tripel,1825,NL,roggenbier,8.5,15/04/2022,Tase & Marta 1/3,,,,
822,Red,Gulpener Ijsbock,1825,NL,bock,10.3,15/04/2022,Tase & Marta 2/3,,,,
852,Red,Gulpener Ur-Weizen,1825,NL,weissber,5.3,22/05/2022,Vijlenerbos,,,,
868,Red,Gulpener Oertarwe Blond,1825,NL,blonde,6.5,18/07/2022,Back from Morocco,,,,
893,Red,Gulpener Ur-Hop IPA,1825,NL,IPA,6,03/09/2022,Chillin w/ Mădă 1/2,,,,
911,Red,Gulpener Herfstbock,1825,NL,bock,6.5,15/09/2022,Lamb shoulder 2/2,,,,
938,Red,Gulpener Ur-Pilsner,1825,NL,pilsner,5,14/10/2022,Friday steak,,,,
947,Red,Gulpener Korenwolf,1825,NL,wheat beer,5,24/10/2022,Back from Geneva 2/2,,,,
975,Red,Gulpener Pilsner,1825,NL,pilsner,5,19/11/2022,D&D night 2/2,,,,
1003,Red,Gulpener Wintervrund,1825,NL,Christmas beer,8.5,11/12/2022,Sunday w/ Theo 2/2,,,,
1138,Red,Gulpener Barrel Aged Jamaican Rum,1825,NL,barrel aged,12,12/04/2023,Chill & Netflix w/ Theo,,,,
1143,Red,Gulpener Barrel Aged Whiskey Bourbon,1825,NL,barrel aged,12,16/04/2023,Paște fericit!,,,,
1200,Red,Gulpener Barrel Aged Gulle Tinus,1825,NL,barrel aged,12,18/07/2023,Drinks @ Ludi w/ Theo,,,,
1142,Red,Gulpener Neubourg,1825,NL,pilsner,5.5,14/04/2023,Easter prep,,,,
806,Red,Two Chefs Brewing Bon Chef,,NL,NEIPA,5,26/03/2022,Skype on a lazy Saturday 1/2,,,,
807,Red,Two Chefs Brewing Funky Falcon,,NL,pale ale,5.2,26/03/2022,Skype on a lazy Saturday 2/2,,,,
808,Red,Two Chefs Brewing White Mamba,,NL,weißbier,5,27/03/2022,"Pad Thai, Orsbacherwald & 2 months in Aachen",,,,
871,Red,Oedipus Thai Thai,,NL,spicy tripel,8,22/07/2022,Anne's birthday 2/3,,,,
872,Red,Oedipus País Tropical,,NL,session IPA,4.5,22/07/2022,Anne's birthday 3/3,,,,
932,Red,Oedipus País Tropical,,NL,IPA,5,09/10/2022,Trip ot Gulpen w/ Ludi & Ewald 5/5,,,,
1095,Red,Oedipus Dorinku,,NL,weak shit,0.5,28/02/2023,1.1k beer marathon 1/3,,,,
800,Red,I've got friends in the music business blend 1,,NL,imperial Mexican stout,14,18/03/2022,Wingman w/ youngsters 2/5,,,,
831,Red,I've got friends in the music business blend 3,,NL,imperial Mexican stout,14,29/04/2022,Reuniune Fam. Moise,,,,
826,Red,Down the rabbithole,,NL,imperial pastry stout,10,16/04/2022,Jam session w/ Tase,,,,
901,Red,Event Horizon,,NL,imperial pastry stout,10,07/09/2022,La Vasi 1/3,,,,
903,Red,Operation Doomsday,,NL,NEDIPA,8.5,07/09/2022,La Vasi 3/3,,,,
906,Red,Andreas,,NL,tripel,8.5,10/09/2022,Catch-up cu Liviu 1/2,,,,
966,Red,It's buzzing all over,,NL,cold IPA,5.5,09/11/2022,Elu & Martin outing 1/4,,,,
1077,Red,Deer Hunter,,NL,Russian imperial stout,13.4,12/02/2023,Catan w/ Theo & Maria 3/3,,,,
1117,Red,Rhodesian,,NL,barley wine,11.3,25/03/2023,"Spuurgh revival pre-drinks w/ Theo, Maria & Migu 1/3",,,,
1129,Red,Juice Punch,,NL,NEIPA,5.8,08/04/2023,Catch-up cu ai mei,,,,
885,Red,Naeckte Saison,,NL,saison,5.8,20/08/2022,"Den Bosch w/ Cristi, Joe, Sam & Callum 1/2",,,,
886,Red,Katte Kwaad,,NL,amber ale,6,20/08/2022,"Den Bosch w/ Cristi, Joe, Sam & Callum 2/2",,,,
895,Red,Brand IPA,1340,NL,IPA,7,04/09/2022,Maastricht w/ Mădă & Soya,,,,
987,Red,Brand Bock,1340,NL,bock,7.5,26/11/2022,Portal 2 w/ Theo,,,,
1106,Red,Brand Winter,1340,NL,winter ale,7.5,10/03/2023,Makimara w/ Theo 1/2,,,,
1198,Red,Brand Blond,1340,NL,blonde,7.8,14/07/2023,Uniklinik party w/ Dragoș,,,,
1199,Red,Brand Weizer,1340,NL,weissber,5,17/07/2023,Sausages after stripping deadline,,,,
1171,Red,Brand Lente Bock,1340,NL,bock,6.5,30/05/2023,"Theo's contract, long day",,,,
1187,Red,Amstel Radler,,NL,radler,2,30/06/2023,Dinner w/ Theo 2/2,,,,
794,Red,Hertog Jan Traditioneel,,NL,pilsner,5.1,08/03/2022,Film night @ Simon 2/3,,,,
827,Red,Hertog Jan Lentebock,,NL,bock,7.2,21/04/2022,Thirsty Thursday,,,,
873,Red,Hertog Jan Karakter,,NL,strong dark,7.5,24/07/2022,Beef tajine,,,,
874,Red,Hertog Jan Weizener,,NL,weissber,5.7,25/07/2022,Barbecue in Staadtpark 1/3,,,,
880,Red,Hertog Jan Tripel,,NL,tripel,8.5,12/08/2022,Ras el Pasta,,,,
936,Red,Hertog Jan Bockbier,,NL,bock,6.5,12/10/2022,Searching for Lambdas,,,,
958,Red,Hertog Jan Grand Prestige,,NL,barley wine,10,01/11/2022,Discord wordle,,,,
1002,Red,Hertog Jan Winterbier,,NL,Christmas beer,8.8,11/12/2022,Sunday w/ Theo 1/2,,,,
1188,Red,Hertog Jan Grand Pilsenser,,NL,pilsner,5.7,01/07/2023,,,,,
1058,Red,Zuyd Craft Saga,,NL,quadrupel,10,04/02/2023,Maastricht w/ Theo 1/2,,,,
1059,Red,Zuyd Craft Nova,,NL,blonde,8,04/02/2023,Maastricht w/ Theo 2/2,,,,
1061,Red,Apple Bandit Raspberry,,NL,cider,4.5,04/02/2023,The Menu cu românii 2/6,,,,
1132,Red,Van Moll Opgebokt,,NL,doppelbock,7.6,08/04/2023,Drinks @ Zack 3/3,,,,
1134,Red,Kompaan Levensgenieter,,NL,NEIPA,4.5,09/04/2023,Grătar la Migu 2/3,,,,
883,Red,Gouverneur blond,,NL,blonde,6.5,15/08/2022,Pancakes,,,,
1111,Red,Gouverneur Stout op Hout,,NL,stout,7.5,13/03/2023,Puss in Boots marathon w/ Theo 2/2,,,,
1120,Red,Gouverneur Speciale 140,,NL,ale,5.5,27/03/2023,Vinland Saga watch party w/ Theo 1/2,,,,
1146,Red,Gouverneur 3-granen Tripel,,NL,tripel,8.2,21/04/2023,Theo's birthday prep,,,,
1181,Red,Gouverneur Dubbel,,NL,dubbel,7.5,26/06/2023,Back from Geneva,,,,
284,Red,St. Christoffel Tripel,,NL,tripel,8.5,15/02/2019,Amsterdam Flying Dutchman bartender's recommendation,,,,
1121,Red,St. Christoffel W-IPA,,NL,WIPA,6.5,27/03/2023,Vinland Saga watch party w/ Theo 2/2,,,,
1122,Red,St. Christoffel Blond,,NL,blonde,5.4,29/03/2023,Pizza night,,,,
1123,Red,Uiltje Dr. Raptor,,NL,DIPA,8.2,30/03/2023,Catch-up w/ Liviu fără Liviu,,,,
877,Red,Moersleutel Crank the Juice ,,NL,HIPA,5.5,27/07/2022,Quarantine vegan tajine,,,,
1148,Red,Moersleutel Motor Oil,,NL,Russian imperial stout,12,26/04/2023,Helium ana note v1.0,,,,
1159,Red,Moersleutel Fruit Bomb,,NL,DIPA,8,07/05/2023,Sunday afternoon,,,,
1144,Red,Lindeboom Saison,,NL,saison,5.8,25/04/2023,Pui bearnaise & macarons w/ Theo,,,,
809,Red,Stadshaven Piranha Tripel,,NL,tripel,8.5,31/03/2022,Film night: The Mummy,,,,
912,Red,Stadshaven Kraken Blond,,NL,blonde,6,16/09/2022,Friday,,,,
914,Red,Stadshaven Bock Rammer,,NL,bock,7.8,18/09/2022,Chill Sunday,,,,
1,Chonky brown,Tuborg,,DK,Christmas Beer,5.6,,,,,,
,Chonky brown,Tuborg,1880,DK,beer,4.6,,,,,,
322,Chonky brown,Tuborg,,DK,beer,4.6,09/05/2019,"Plimbare pe la cazino, până în Taclale",,,,
710,Chonky brown,Tuborg,1880,DK,lager,5,06/09/2021,Metal bar in Stockholm,,,,
,Chonky brown,Efes,,TR,dark,5.5,,,,,,
526,Chonky brown,Efes,,TR,pilsner,5,16/08/2020,Shawormare,,,,
,Chonky brown,Efes,,TR,pilsner,5,,,,,,
,Chonky brown,Efes,,TR,pilsner,5,,,,,,
332,Chonky brown,Super Bock,,PT,beer,5.2,20/06/2019,LHCb BBQ,,,,
336,Chonky brown,Little Bichos,,PT,pale ale,4.5,29/06/2019,Young@CERN party pre-drinks,,,,
463,Chonky brown,Sagres,,PT,beer,5,15/02/2020,Mădă's red party 1/2,,,,
421,Chonky brown,Sagres,,PT,beer,5,14/12/2019,120-people party 2/3,,,,
246,Chonky brown,Brooklyn Defender IPA,,US,IPA,5.9,07/10/2018,Sunday chill with Big Mouth & Dauphinoise,,,,
540,Chonky brown,Brooklyn Bel Air Sour,,US,sour,4.5,25/09/2020,Early Friday evening,,,,
,Chonky brown,Samuel Adams,,US,lager,,,,,,,
,Chonky brown,Budweiser,,US,lager,5,,,,,,
,Chonky brown,Birra Messina,,IT,beer,4.7,17/02/2017,Celebrating PhD offer from Imperial & anniversary,,,,
327,Chonky brown,Birra Messina Cristalli di Sale,,IT,saltwater beer,5,14/06/2019,Firenze 1/3,,,,
,Chonky brown,Menabrea,1846,IT,amber,5,07/07/2017,Graduation,,,,
329,Chonky brown,Menabrea,1846,IT,beer,4.5,15/06/2019,Firenze 3/3,,,,
210,Chonky brown,Birra Moretti alla Toscana,1859,IT,beer,5.5,02/08/2018,Cu ai mei înainte de plecare (pt. 1),,,,
211,Chonky brown,Birra Moretti alla Siciliana,1859,IT,beer,5.8,02/08/2018,Cu ai mei înainte de plecare (pt. 2),,,,
560,Chonky brown,Birra Moretti,1859,IT,lager,4.6,04/11/2020,Raclette night,,,,
,Chonky brown,Birra Moretti,1859,IT,lager,4.6,,,,,,
482,Chonky brown,Birra Moretti,1859,IT,lager,4.6,29/03/2020,Tiger King,,,,
443,Chonky brown,Peroni Gran Riserva Puro Malto,1846,IT,blonde,5.2,13/01/2020,K*mumu angular Run1+2016 got unblinded,,,,
445,Chonky brown,Peroni Gran Riserva Doppio Malto,1846,IT,brown,6.6,18/01/2020,Alina's birthday 1/3,,,,
447,Chonky brown,Peroni Gran Riserva Rossa,1846,IT,amber,5.2,18/01/2020,Alina's birthday 3/3,,,,
,Chonky brown,Peroni,1846,IT,beer,,,,,,,
354,Chonky brown,Peroni,1846,IT,beer,,05/08/2019,Pizza with Mike & Tai Hua,,,,
,Chonky brown,Peroni Doppio Malto,1846,IT,beer,,19/07/2017,Dinner with Clara’s parents,,,,
403,Chonky brown,Peroni,1846,IT,beer,,09/11/2019,Axel's birthday party,,,,
573,Chonky brown,Kirin Ichiban,,JP,lager,4.9,02/12/2020,Bath after a long day,,,,
,Chonky brown,Sapporo,1876,JP,beer,4.7,17/06/2015,Cu Vici,,,,
,Chonky brown,Tsingtao,1903,CN,beer,4.7,,,,,,
225,Chonky brown,Tsingtao,1903,CN,lager,4.7,02/09/2018,Arrived at the summer school,,,,
,Chonky brown,Guinness,1759,IE,stout,5,,,,,,
,Chonky brown,Guinness West Indies,1759,IE,porter,6,,,,,,
449,Chonky brown,Guinness,1759,IE,stout,5,21/01/2020,Lamb leg shawarma 1/2,,,,
464,Chonky brown,Guinness foreign extra,1759,IE,stout,5,15/02/2020,Mădă's red party 2/2,,,,
1196,Chonky brown,Kilkenny,,IE,red ale,4.3,07/07/2023,Hamace și licurici w/ Theo 4/4,,,,
,Chonky brown,Old Mout passionfruit & apple,1947,NZ,cider,4,,,,,,
207,Chonky brown,Old Mout kiwi & lime,1947,NZ,cider,4,28/07/2018,Ceai în Doors > plajă cu Sorin > Tamara > la Andreea > blood moon la Cazino > pană > El Comandante > în portbagajul lui Dragoș,,,,
840,Chonky brown,Old Mout watermelon & lime,1947,NZ,cider,4,07/05/2022,Apocalypse Now 1/2,,,,
845,Chonky brown,Old Mout pineapple & raspberry,1947,NZ,cider,4,10/05/2022,Cambridge daytrip,,,,
1074,Chonky brown,Old Mout summer berries,1947,NZ,cider,4,11/02/2023,Șnițele la cuptor cu brânză și cartofi dulci w/ Theo,,,,
,Chonky brown,Mac-Mahon,,MZ,beer,4.5,10/03/2018,Cheeky Nando’s with Mum & Tanța,,,,
363,Chonky brown,A Tout le Monde,,CA,ale,4.5,18/08/2019,Pulp Fiction at Perle du Lac,,,,
212,Chonky brown,La Fin du Monde,,CA,tripel,9,04/08/2018,First Tinder date (Kaya),,,,
358,Chonky brown,Maudite,,CA,double,8,11/08/2019,With Stickermaster,,,,
299,Chonky brown,Lapin Kulta,,FI,lager,5.2,28/03/2019,LHCb fondue 1/2,,,,
994,Chonky brown,Den Haag,,US,barrel aged; ale,16.8,02/12/2022,Walk & Midsommar w/ Theo,,,,
1090,Chonky brown,Beard Fiction,,AU,APA,5,22/02/2023,Pasta night w/ Theo,,,,
,Chonky brown,Gösser,1860,AT,beer,5.3,,,,,,
756,Chonky brown,Carlsberg,1847,DK,beer,5,24/12/2021,Christmas party în Doors,,,,
,Chonky brown,Carlsberg,1847,DK,beer,5,,,,,,
1014,Chonky brown,Carlsberg Luma,,DK,lager,5.2,23/12/2022,Party în Doors,,,,
318,Chonky brown,Angelo Poretti 4,1877,IT,lager,5,01/05/2019,Pre-drinks în Vama Veche,,,,
483,Chonky brown,Maledetta,,IT,amber,6.2,16/04/2020,First BeerBods beer,,,,
341,Chonky brown,Ichnusa,,IT,beer,4.7,,,,,,
476,Chonky brown,Rossini,,IT,lager,5.1,01/03/2020,Done Descending? 1/2,,,,
314,Chonky brown,Primator EPA,1872,CZ,EPA,5,26/04/2019,Înapoi la Taclale,,,,
380,Chonky brown,Estrella Damm,1876,ES,lager,5.4,27/09/2019,Picking a place to rent,,,,
614,Chonky brown,Estrella Galicia,,ES,lager,5.5,10/02/2021,Paper approval talk & extended stay,,,,
1100,Chonky brown,Oni,,ES,CIPA,7.8,01/03/2023,Back in München w/ Ursu 3/3,,,,
,Chonky brown,San Miguel,1957,ES,beer,5,,"Term 1, though forgotten when packing for winter break",,,,
,Chonky brown,San Miguel,,ES,beer,5,,,,,,
,Chonky brown,Budweiser,,CZ,lager,5,,,,,,
303,Chonky brown,Budweiser,,CZ,lager,5,05/04/2019,Friday drinks at R1,,,,
1096,Chonky brown,Alpha Tier,,AT,NEIPA,5.6,28/02/2023,1.1k beer marathon 2/3,,,,
434,Chonky brown,Baltika 7,,RU,beer,5.4,31/12/2019,Strikilion 2020 2/4,,,,
435,Chonky brown,Baltika 5,,RU,blonde,5.3,31/12/2019,Strikilion 2020 3/4,,,,
306,Chonky brown,Chang,,TH,beer,5.2,06/04/2019,S'beer jam session 3/4,,,,
381,Chonky brown,Singha,1933,TH,lager,5,28/09/2019,Julian's party,,,,
390,Chonky brown,Moosehead,1867,CA,lager,5,11/10/2019,"Pints in Project Orange with Mădă, Dan & Blondu",,,,
529,Chonky brown,Moosehead,1867,CA,pale ale,5,22/08/2020,Fried chicken & A Farewell to Arms,,,,
441,Chonky brown,Cesu,1590,LV,amber,5.2,11/01/2020,Tuna pasta & HotS Saturday,,,,
410,Chonky brown,Dragon Stout,1920,JM,stout,7.5,27/11/2019,,,,,
457,Chonky brown,Pacifico,,MC,beer,4.5,06/02/2020,Pints after work,,,,
420,Chonky brown,Cucapa Dorada,,MX,helles,4.5,14/12/2019,120-people party 1/3,,,,
446,Chonky brown,Modelo,1925,MX,beer,4.5,18/01/2020,Alina's birthday 2/3,,,,
,Chonky brown,1795,,CZ,lager,4.7,,,,,,
,Chonky brown,Bernard,1597,CZ,beer,5,26/04/2014,În seara asta plec.,,,,
,Chonky brown,Staropramen,1869,CZ,beer,5,,Grătar la rudele din Agigea,,,,
,Chonky brown,Staropramen Dark,1869,CZ,dark,4.4,19/04/2017,Gata de plecare,,,,
,Chonky brown,Lech,,PL,beer,4.8,,,,,,
,Chonky brown,Tyskie,1629,PL,beer,5.2,,,,,,
458,Chonky brown,Łomza,,PL,beer,5.7,07/02/2020,The Expanse season 4 finale,,,,
461,Chonky brown,Namysłów,,PL,pilsner,6,12/02/2020,Sabaton live,,,,
353,Chonky brown,Zubr,1768,PL,beer,6,04/08/2019,Museum lake pizza,,,,
671,Chonky brown,Browar Amber Apa,1994,PL,APA,5.2,03/08/2021,Hearthstone expansion & Battlegrounds,,,,
722,Chonky brown,Browar Amber Koźlak,1994,PL,amber,6.5,20/09/2021,Start of viva prep,,,,
723,Chonky brown,Browar Amber Johannes,1994,PL,pilsner,6.5,26/09/2021,Player Piano,,,,
724,Chonky brown,Browar Amber Złote Lwy,1994,PL,lager,5.6,03/10/2021,Neon Genesis Evangelion,,,,
,Chonky brown,Kopparberg,1882,SE,cider,4.5,,,,,,
231,Chonky brown,Topical Bitch,,US,Belgian IPA,8,08/09/2018,Război egiptean & that card game with 4 lives,,,,
459,Chonky brown,Carullo,,ES,beer,4.8,11/02/2020,Ryan & Shameena's housewarming 1/2,,,,
731,Chonky brown,Kozel Ležák,1874,CZ,pilsner,4.6,26/10/2021,Birthday beers 1/3,,,,
750,Chonky brown,Kozel Černý,1874,CZ,dark lager,3.8,07/12/2021,Hearthstone expansion,,,,
468,Chonky brown,Lagunitas,,US,ale,7.5,21/02/2020,Greek party with cobra booze 1/2,,,,
470,Chonky brown,Trump,2014,UA,lager,7.2,22/02/2020,Walk around Geneva,,,,
495,Chonky brown,Kona Longboard,,US,lager,4.6,24/05/2020,The Last Dance,,,,
514,Chonky brown,Kona Hanalei,,US,IPA,4.5,11/07/2020,Pint in the pub with the HEP gang,,,,
927,Chonky brown,Kona Big Wave,,US,golden ale,4.4,08/10/2022,Berber omelette,,,,
548,Chonky brown,Sierra Nevada,,US,pale ale,5.6,10/10/2020,Back to the Future,,,,
517,Chonky brown,White Haze IPA,,IE,IPA,5,21/07/2020,Beer52 shipment with Stănescu,,,,
522,Chonky brown,O'Hara's Leann Folláin,,IE,Irish stout,6,06/08/2020,Hearthstone Scholomance Academy release,,,,
499,Chonky brown,Einstök,1939,IS,pale ale,5.6,30/05/2020,SpaceX crew demo,,,,
525,Chonky brown,Einstök Ölgerd,1939,IS,porter,6,17/08/2020,Reading in the garden,,,,
498,Chonky brown,Moritz Epidor,1856,ES,pilsner,7.2,27/05/2020,Hearts of Iron stream,,,,
535,Chonky brown,Moritz,1856,ES,lager,5.4,16/09/2020,September heatwave,,,,
524,Chonky brown,Dixie,,US,lager,4.5,12/08/2020,Master of Malt shipment,,,,
,Chonky brown,Mithra,,IT,Irish red ale,5.5,09/06/2018,Street food festival; holy weed,,,,
536,Chonky brown,Captain Lawrence Lager,2006,US,lager,4.2,20/09/2020,After Putney Commons,,,,
537,Chonky brown,Captain Lawrence Effortless,2006,US,grapefruit IPA,4.5,20/09/2020,Chose a place to move into,,,,
539,Chonky brown,I hope this pale ale finds you well,,US,pale ale,5,23/09/2020,Tenancy agreement signed,,,,
541,Chonky brown,Ye olde stout will never go out of style,,US,stout,5.4,26/09/2020,Last day in Oakhill Rd.,,,,
538,Chonky brown,Newburgh Brown Ale,,US,brown ale,4.5,22/09/2020,Reached a decision on the S-wave effect,,,,
542,Chonky brown,Newburgh Nano Boss,,US,session IPA,4.5,27/09/2020,First day in new home,,,,
563,Chonky brown,Nitro,,PL,milk stout,5.7,16/11/2020,HotS night,,,,
564,Chonky brown,Kveik,,HR,session IPA,4.2,17/11/2020,Darkmoon Faire Hearthstone expansion,,,,
,Chonky brown,Pilsner Urquell,1842,CZ,beer,4.4,,,,,,
,Chonky brown,Mythos,,GR,lager,5,,Excursie în Grecia,,,,
611,Chonky brown,Miller,,US,beer,4.7,03/02/2021,Costițe,,,,
658,Chonky brown,Eureka,,HU,lager,4.5,24/06/2021,Chat with Liviu before leaving,,,,
617,Chonky brown,The Crafty Brewing Company Irish Lager,,IE,lager,5,02/03/2021,Rakia skribbl chat 1/2,,,,
619,Chonky brown,The Crafty Brewing Company Irish Red Ale,,IE,red ale,4.1,11/03/2021,Streamul de joi seară,,,,
621,Chonky brown,The Crafty Brewing Company Irish Stout,,IE,stout,4.5,17/03/2021,St. Patrick's & Hades,,,,
653,Chonky brown,The Crafty Brewing Company Stout,,IE,stout,4.5,07/06/2021,Pulpă de miel picantă fără să fie picantă,,,,
711,Chonky brown,Amundsen Apocalyptic Thunder Juice,,NO,hazy IPA,6.5,07/09/2021,Swedish history & army museums,,,,
843,Chonky brown,Amundsen Everyday Hero,,NO,NWIPA,4.7,08/05/2022,Green Park 2/2,,,,
943,Chonky brown,Amundsen Double Apocalypse,,NO,DIPA,8.5,22/10/2022,Sunny day in Geneva 1/2,,,,
944,Chonky brown,Amundsen Ink & Dagger,,NO,IPA,6.5,22/10/2022,Sunny day in Geneva 2/2,,,,
690,Chonky brown,Pöide Kena,,EE,ale,5.3,28/08/2021,Picking rocks in Tallinn,,,,
694,Chonky brown,Pöide Hernesaks,,EE,lager,3.5,29/08/2021,At Sven's place 1/2,,,,
